,movie_title,worldwide_box_office,international_box_office,domestic_box_office
13304,Paranormal Activity 2-2010-10-20,177512032.0,92759125.0,84752907.0
13305,04.11.2008-2010-10-20,,,
13306,Samson & Delilah-2010-10-15,,,
13307,White Lion-2010-10-15,,,
13308,This is Not A Ball-2014-06-06,,,
13309,Red-2010-10-15,196439693.0,106059531.0,90380162.0
13310,Supermensch: The Legend of Shep Gordon-2014-06-06,215245.0,2544.0,212701.0
13311,Test-2014-06-06,18823.0,,18823.0
13312,Ping Pong Summer-2014-06-06,82282.0,50382.0,31900.0
13313,"Pancho, el perro millonario-2014-06-06",3431073.0,3431073.0,
13314,The Sacrament-2014-06-06,9221.0,,9221.0
13315,The Moment-2014-06-06,,,
13316,Obvious Child-2014-06-06,3324070.0,201454.0,3122616.0
13317,Like a Country Song-2014-06-06,,,
13318,Good Vibrations-2014-06-06,24129.0,24129.0,
13319,Holiday-2014-06-06,706893.0,,706893.0
13320,Glyndebourne: Der Rosenkavalier-2014-06-06,148241.0,148241.0,
13321,Geung si-2014-06-06,,,
13322,"Les garÃƒÂ§ons et Guillaume, ÃƒÂ  table!-2014-06-06",258620.0,258620.0,
13323,Filmistan-2014-06-06,45406.0,,45406.0
13324,The Case Against 8-2014-06-06,5365.0,5365.0,
13325,Citizen Koch-2014-06-06,153908.0,,153908.0
13326,Burning Blue-2014-06-06,,,
13327,Anna-2014-06-06,1200000.0,1200000.0,
13328,2 automnes 3 hivers-2014-06-06,26349.0,21319.0,5030.0
13329,BurtÃ¢â‚¬â„¢s Buzz-2014-06-06,,,
13330,The Animal Project-2014-06-06,7580.0,,7580.0
13331,June-2014-06-05,52546.0,52546.0,
13332,Absence-2013-07-05,,,
13333,A Girl and a Gun-2013-07-04,3018.0,,3018.0
13334,Boyhood-2014-07-11,57273049.0,31893074.0,25379975.0
13335,Gamshijadeul-2013-07-04,33551732.0,33551732.0,
13336,Kevin Hart: Let Me Explain-2013-07-03,32327255.0,83204.0,32244051.0
13337,Hammer of the Gods-2013-07-05,5402.0,4788.0,614.0
13338,How to Train Your Dragon 2-2014-06-13,614586270.0,437583346.0,177002924.0
13339,Big Star: Nothing Can Hurt Me-2013-07-03,105998.0,,105998.0
13340,The Lone Ranger-2013-07-02,260002115.0,170700000.0,89302115.0
13341,White House Down-2013-06-28,205440387.0,132336603.0,73103784.0
13342,Manatsu no hÃƒÂ´teishiki-2013-06-29,27881203.0,27881203.0,
13343,Petunia-2013-06-28,,,
13344,Some Girl-2013-06-28,,,
13345,Redemption-2013-06-28,13593473.0,13556787.0,36686.0
13346,Hidden Universe-2013-06-28,726966.0,726966.0,
13347,Ghanchakkar-2013-06-28,834895.0,631851.0,203044.0
13348,The Heat-2013-06-28,229727774.0,70146187.0,159581587.0
13349,Evil Intent-2013-06-28,10336.0,,10336.0
13350,Detention of the Dead-2013-06-28,1778.0,,1778.0
13351,Byzantium-2013-06-28,92544.0,7292.0,85252.0
13352,Copperhead-2013-06-28,171740.0,,171740.0
13353,Los amantes pasajeros-2013-06-28,13941437.0,12581641.0,1359796.0
13354,A Band Called Death-2013-06-28,127257.0,,127257.0
13355,Munch: Munch 150-2013-06-27,,,
13356,Deadly Renovations-2012-06-08,146146.0,,146146.0
13357,Corpo celeste-2012-06-08,,,
13358,100 Bloody Acres-2013-06-28,6388.0,,6388.0
13359,The Good Doctor-2012-01-01,16448.0,11242.0,5206.0
13360,Hoo-goong: Je-wang-eui Cheob-2012-06-06,,,
13361,U.N. Me-2012-06-01,,,
13362,Dark Horse-2012-06-08,255025.0,88797.0,166228.0
13363,"Pink Ribbons, Inc.-2012-06-01",26608.0,,26608.0
13364,Paul Williams Still Alive-2012-06-01,38691.0,,38691.0
13365,1 Out Of 7-2012-06-08,,,
13366,Mine Vaganti-2012-06-01,18872126.0,18872126.0,
13367,High School-2012-06-01,248133.0,109099.0,139034.0
13368,The Loved Ones-2012-06-01,12302.0,12302.0,
13369,Historias que so existem quando lembradas-2012-06-01,,,
13370,Hardflip-2012-06-01,96734.0,,96734.0
13371,Chely Wright: Wish Me Away-2012-06-01,18618.0,,18618.0
13372,Hamnden-2012-06-01,10960.0,,10960.0
13373,Chroniques sexuelles d'une famille d'aujourd hui-2012-06-01,,,
13374,6 Month Rule-2012-06-01,14057.0,,14057.0
13375,Snow White and the Huntsman-2012-06-01,401021746.0,245884991.0,155136755.0
13376,Prometheus-2012-06-08,402448265.0,275971181.0,126477084.0
13377,Battlefield America-2012-06-01,80805.0,80805.0,
13378,True Wolf-2012-05-31,,,
13379,Rowdy Rathore-2012-06-01,32208348.0,31430975.0,777373.0
13380,Meerkats-2012-05-26,1267658.0,422045.0,845613.0
13381,Madam ppang-deok-2015-03-13,7713.0,7713.0,
13382,5 Broken Cameras-2012-05-30,283292.0,173309.0,109983.0
13383,Hide Away-2012-05-25,30655.0,,30655.0
13384,Ma che bella sorpresa-2015-03-13,5626528.0,5626528.0,
13385,Hross i oss-2015-03-13,11894.0,,11894.0
13386,Kaze ni tatsu raion-2015-03-13,1108162.0,1108162.0,
13387,The Lovers-2015-03-13,53899.0,53899.0,
13388,Feng men gui ying-2015-03-13,3690000.0,3690000.0,
13389,Earth's Golden Playground-2015-03-13,,,
13390,Gloria-2015-07-17,1267863.0,1267863.0,
13391,Le dernier coup de marteau-2015-03-13,276087.0,276087.0,
13392,Champs-2015-03-13,2455.0,2455.0,
13393,Bana Adini Sor-2015-03-13,392088.0,392088.0,
13394,C'est dur d'ÃƒÂªtre aimÃƒÂ© par des cons-2015-03-13,1279.0,,1279.0
13395,1001 Grams-2015-05-08,47019.0,36036.0,10983.0
13396,"Electric Boogaloo: The Wild, Untold Story of Cannon Films-2015-03-13",864.0,864.0,
13397,Manny Lewis-2015-03-12,307204.0,307204.0,
13398,Suite franÃƒÂ§aise-2015-07-03,8256349.0,8256349.0,
13399,Sergio Herman: Fucking Perfect-2015-03-12,,,
13400,A Little Chaos-2015-06-26,10084623.0,9526450.0,558173.0
13401,Doogeundoogeun Naeinsaeng-2015-03-13,640000.0,640000.0,
13402,Dilwale Dulhania Le Jayenge-2015-03-12,7584.0,7584.0,
13403,Boychoir-2015-03-27,3765773.0,3399299.0,366474.0
13404,Royal Shakespeare Company Live: Love's Labour's Lost-2015-03-07,25187.0,25187.0,
13405,Run All Night-2015-03-13,71561644.0,45100000.0,26461644.0
13406,La Vache-2016-02-17,7668880.0,7668880.0,
13407,Yeni DÃƒÂ¼nya-2015-03-06,21153.0,21153.0,
13408,A Year in Champagne-2015-03-06,,,
13409,Sleeping Giant-2016-02-17,,,
13410,DONGJU; The Portrait of A Poet-2016-02-17,8004283.0,7948099.0,56184.0
13411,Mou Sha Shi Shui Nian Hua-2016-02-14,2002591.0,2002591.0,
13412,We Are Twisted F***ing Sister!-2016-02-15,8277.0,,8277.0
13413,Like for Likes-2016-02-26,5444543.0,5393704.0,50839.0
13414,Where to Invade Next-2016-12-23,4604687.0,777426.0,3827261.0
13415,Um Suburbano Sortudo-2016-02-12,3610588.0,3610588.0,
13416,La tour 2 contrÃƒÂ´le infernale-2016-02-12,2216010.0,2216010.0,
13417,Touched With Fire-2016-02-12,154869.0,8382.0,146487.0
13418,Slava-2016-04-12,91808.0,72200.0,19608.0
13419,The Survivalist-2016-05-19,33973.0,33973.0,
13420,San Francisco Ballet: Romeo and Juliet-2016-02-12,5934.0,5934.0,
13421,El Rey Del Once-2016-07-29,294766.0,231565.0,63201.0
13422,Ben Ai-2016-02-13,7250876.0,7250876.0,
13423,Providence-2016-02-12,8556.0,,8556.0
13424,Prayer Never Fails-2016-02-12,,,
13425,Peur de rien-2016-02-12,118106.0,118106.0,
13426,Of Mind and Music-2016-02-12,40360.0,25277.0,15083.0
13427,Por Siempre-2016-02-12,162045.0,55212.0,106833.0
13428,Oculto el sol-2016-02-12,181.0,181.0,
13429,Nichts passiert-2016-02-12,160683.0,160683.0,
13430,Nahid-2016-02-12,122272.0,122272.0,
13431,Inttelligent-2018-02-09,1400093.0,1400093.0,
13432,GÃƒÂ¼zel Adam SÃƒÂ¼reyya-2018-02-09,19002.0,19002.0,
13433,Jusqu'ÃƒÂ  la garde-2018-06-29,3657538.0,3573656.0,83882.0
13434,Golden Slumber-2018-02-23,10723414.0,10723414.0,
13435,Golden Exits-2018-02-09,37801.0,,37801.0
13436,Feng Kuang Xiong Hai Zi-2018-02-09,33523.0,33523.0,
13437,Gayatri-2018-02-09,210248.0,210248.0,
13438,The Female Brain-2018-02-09,21786.0,,21786.0
13439,Emma-2018-02-09,2326.0,2326.0,
13440,Da Dao Gui Lai-2018-02-09,29445.0,29445.0,
13441,Fake Blood-2018-02-09,,,
13442,Ellipsis-2018-02-09,13096.0,13096.0,
13443,The Chaser-2018-02-09,41914.0,41914.0,
13444,Boonie Bears to the Rescue-2016-02-16,357712.0,357712.0,
13445,First We Take Brooklyn-2018-02-09,,,
13446,Bomb City-2018-02-09,59329.0,,59329.0
13447,La Boda de Valentina-2018-02-09,11045709.0,8261970.0,2783739.0
13448,Becks-2018-02-09,,,
13449,Amor Amor-2018-02-09,8839.0,8839.0,
13450,Aami-2018-02-09,46722.0,46722.0,
13451,The 15:17 to Paris-2018-02-09,56096200.0,19819914.0,36276286.0
13452,2018 Oscar Shorts-2018-02-09,3511122.0,2345.0,3508777.0
13453,Peter Rabbit-2018-02-09,346727372.0,231493279.0,115234093.0
13454,Exhibition on Screen: Young Picasso-2018-02-08,170562.0,170562.0,
13455,Padman-2018-02-09,28906686.0,27243759.0,1662927.0
13456,Shotgun Stories-2007-12-14,284174.0,238148.0,46026.0
13457,Youth Without Youth-2007-12-14,2061804.0,1822309.0,239495.0
13458,But Deliver Us From Evil-2018-02-09,285169.0,,285169.0
13459,Look-2007-12-14,16136.0,,16136.0
13460,Arranged-2007-12-14,20636.0,,20636.0
13461,I am Legend-2007-12-14,585532684.0,329139674.0,256393010.0
13462,Niwemang-2007-12-14,2528.0,,2528.0
13463,The Kite Runner-2007-12-14,74180745.0,58380667.0,15800078.0
13464,Nanking-2007-12-12,565934.0,404752.0,161182.0
13465,Alvin and the Chipmunks-2007-12-14,362605033.0,145278059.0,217326974.0
13466,The Perfect Holiday-2007-12-12,5812781.0,,5812781.0
13467,The Walker-2007-12-07,508203.0,428505.0,79698.0
13468,Strength and Honour-2007-12-07,51933.0,,51933.0
13469,Timber Falls-2007-12-07,71248.0,71248.0,
13470,The Singing Revolution-2007-12-07,426855.0,,426855.0
13471,'Tis Autumn: The Search for Jackie Paris-2007-12-07,4043.0,2567.0,1476.0
13472,NoÃƒÂ«lle-2007-12-07,257868.0,,257868.0
13473,Man in the Chair-2007-12-07,,,
13474,Revolver-2007-12-07,7880568.0,7795830.0,84738.0
13475,KM 31: KilÃƒÂ³metro 31-2007-12-07,,,
13476,It's a Boy-Girl Thing-2007-12-07,848.0,,848.0
13477,Oublier Cheyenne-2007-12-07,973.0,,973.0
13478,The Golden Compass-2007-12-01,367262558.0,297154830.0,70107728.0
13479,Dans la forÃƒÂªt-2017-02-17,69311.0,69311.0,
13480,Dus Kahaniyaan-2007-12-07,1571158.0,1352087.0,219071.0
13481,Dirty Laundry-2007-12-07,20138.0,,20138.0
13482,American Fable-2017-02-17,,,
13483,Grace Is Gone-2007-12-07,1150224.0,1100144.0,50080.0
13484,CÃƒÂ´ HÃ¡ÂºÂ§u GÃƒÂ¡i-2017-02-16,5100.0,5100.0,
13485,Alibi.com-2017-02-17,29014614.0,29014614.0,
13486,Recep Ivedik 5-2017-02-16,28965314.0,28965314.0,
13487,Loosideu Deurim-2017-02-15,660472.0,660472.0,
13488,Revenge for Love-2017-02-14,9242543.0,9242543.0,
13489,Mamma o Papa?-2017-02-14,4431189.0,4431189.0,
13490,Geulae Gajok-2017-02-15,307196.0,307196.0,
13491,Hap Joek Nam Nui-2017-02-14,8613029.0,8613029.0,
13492,Yo sÃƒÂ© lo que envenena-2017-02-10,2142.0,2142.0,
13493,"Gulyay, Vasya!-2017-02-14",4756578.0,4756578.0,
13494,Stray Bullets-2017-02-10,,,
13495,Nungil-2017-02-13,872411.0,872411.0,
13496,Seuls-2017-02-10,2458060.0,2458060.0,
13497,Sabaibaru famirÃƒÂ®-2017-02-10,6882845.0,6882845.0,
13498,Running Wild-2017-02-10,472.0,472.0,
13499,Prevenge-2017-03-24,94100.0,94100.0,
13500,Partners: The Movie IV-2017-02-10,15104791.0,15104791.0,
13501,Peeshtite obuvki-2017-02-10,13886.0,13886.0,
13502,Whaledreamers-2008-09-26,10584.0,,10584.0
13503,Rejsen til Saturn-2008-09-26,5377665.0,5377665.0,
13504,Obscene-2008-09-26,,,
13505,Nights in Rodanthe-2008-09-26,79350659.0,37500000.0,41850659.0
13506,Miracle at St. Anna-2008-09-26,9676497.0,1759610.0,7916887.0
13507,The Lucky Ones-2008-09-26,266967.0,,266967.0
13508,Shoot on Sight-2008-09-26,2992880.0,1642650.0,1350230.0
13509,Humboldt County-2008-09-26,82357.0,,82357.0
13510,Born in 1987-2017-02-17,782.0,782.0,
13511,Johnny Got His Gun-2008-09-26,,,
13512,Forever Strong-2008-09-26,719556.0,,719556.0
13513,Fireproof-2008-09-26,33473297.0,16980.0,33456317.0
13514,"C'est pas moi, je le jure!-2008-09-26",235027.0,,235027.0
13515,Eagle Eye-2008-09-26,180585259.0,79144516.0,101440743.0
13516,Choke-2008-09-26,4124277.0,1197712.0,2926565.0
13517,Boogie Man: The Lee Atwater Story-2008-09-26,60332.0,,60332.0
13518,The Amazing Truth About Queen Raquela-2008-09-26,5597.0,,5597.0
13519,Hank and Mike-2008-09-26,,,
13520,All Roads Lead Home-2008-09-26,43905.0,,43905.0
13521,Slacker Uprising-2008-09-23,,,
13522,A Thousand Years of Good Prayers-2008-09-19,76806.0,,76806.0
13523,Bo chi tung wah-2008-09-26,6953637.0,6953637.0,
13524,Tropa de Elite-2008-09-19,14319195.0,14310451.0,8744.0
13525,La Storia di Leo-2008-09-19,117776.0,117776.0,
13526,Dare-2009-11-13,18087.0,,18087.0
13527,The Boat That Rocked-2009-11-13,37472651.0,29455184.0,8017467.0
13528,Walking on Dead Fish-2008-09-19,20705.0,,20705.0
13529,My Best Friend's Girl-2008-09-19,34787111.0,15567861.0,19219250.0
13530,2012-2009-11-13,757677748.0,591565581.0,166112167.0
13531,That Evening Sun-2009-11-06,281350.0,,281350.0
13532,The Good Soldier-2009-11-11,6000.0,,6000.0
13533,Splinterheads-2009-11-06,16392.0,,16392.0
13534,Precious-2009-11-06,68722848.0,21156324.0,47566524.0
13535,The Men Who Stare at Goats-2009-11-06,67348218.0,34920023.0,32428195.0
13536,Humble Pie-2009-11-06,3359.0,,3359.0
13537,Four Seasons Lodge-2009-11-11,58334.0,,58334.0
13538,Collapse-2009-11-06,56436.0,,56436.0
13539,DisneyÃ¢â‚¬â„¢s A Christmas Carol-2009-11-06,315709697.0,177853834.0,137855863.0
13540,The Box-2009-11-06,34356760.0,19304783.0,15051977.0
13541,Ajab Prem Ki Ghazab Kahani-2009-11-06,15906411.0,15165173.0,741238.0
13542,Sham moh-2009-11-05,8204.0,8204.0,
13543,Endgame-2009-11-06,9645.0,,9645.0
13544,Storm-2009-10-30,22165.0,,22165.0
13545,La Danse-2009-11-04,2335632.0,1768139.0,567493.0
13546,Skin-2009-10-30,203305.0,,203305.0
13547,The Fourth Kind-2009-11-06,49486874.0,23268704.0,26218170.0
13548,Looking for Palladin-2009-10-30,7246.0,,7246.0
13549,London Dreams-2009-10-30,7418282.0,7117989.0,300293.0
13550,The New Year Parade-2009-10-30,6767.0,,6767.0
13551,The House of the Devil-2009-10-30,102812.0,1597.0,101215.0
13552,Protektor-2011-01-01,2968.0,,2968.0
13553,Red Dog-2011-01-01,16533485.0,16533485.0,
13554,Gun Hill Road-2011-01-01,148994.0,,148994.0
13555,The Perfect Age Of Rock 'N' Roll-2011-01-01,,,
13556,Rise of the Planet of the Apes-2011-01-01,470986200.0,294226015.0,176760185.0
13557,Magic Trip-2011-01-01,161897.0,7376.0,154521.0
13558,7 gwanggu-2011-01-01,21729647.0,21729647.0,
13559,The Change-Up-2011-01-01,75997067.0,38753649.0,37243418.0
13560,Bellflower-2011-01-01,168226.0,,168226.0
13561,Gentlemen Broncos-2009-10-30,119955.0,4800.0,115155.0
13562,Spiderhole-2011-07-29,,,
13563,Starbuck-2011-07-29,6824619.0,3034560.0,3790059.0
13564,Freedom-2011-01-01,,,
13565,Sleep Furiously-2011-07-29,,,
13566,Jihne Mera Dil Luteya-2011-07-29,464840.0,,464840.0
13567,The Interrupters-2011-07-29,236957.0,,236957.0
13568,The Harvest/La Cosecha-2011-07-29,3709.0,,3709.0
13569,The Guard-2011-07-29,21197454.0,15837680.0,5359774.0
13570,Golf in the Kingdom-2011-07-29,,,
13571,The Smurfs-2011-07-29,563749323.0,421135165.0,142614158.0
13572,The Devil's Double-2011-07-29,5965646.0,4604134.0,1361512.0
13573,Pure Country 2: The Gift-2010-10-15,133771.0,,133771.0
13574,Good Neighbors-2011-07-29,7072.0,,7072.0
13575,The Future-2011-07-29,1239174.0,670512.0,568662.0
13576,Legacy-2010-10-15,,,
13577,N-Secure-2010-10-15,2595644.0,,2595644.0
13578,"Crazy, Stupid, Love-2011-07-29",146493974.0,62142777.0,84351197.0
13579,I Want Your Money-2010-10-15,433588.0,,433588.0
13580,Poema de SalvaciÃƒÂ³n-2010-10-15,915502.0,,915502.0
13581,Hereafter-2010-10-15,108660270.0,75913329.0,32746941.0
13582,Jackass 3D-2010-10-15,171685793.0,54456101.0,117229692.0
13583,Gerrymandering-2010-10-15,,,
13584,The Four-Faced Liar-2010-10-15,,,
13585,Carmo-2010-10-15,1512.0,,1512.0
13586,Down Terrace-2010-10-15,9812.0,,9812.0
13587,Carlos-2010-10-15,1619153.0,1473627.0,145526.0
13588,Vision-2010-10-13,435274.0,,435274.0
13589,Conviction-2010-10-15,11826980.0,5029284.0,6797696.0
13590,Tamara Drewe-2010-10-08,6727750.0,6167359.0,560391.0
13591,Secretariat-2010-10-08,60376247.0,676734.0,59699513.0
13592,Postia pappi Jaakobile-2010-10-08,,,
13593,Nowhere Boy-2010-10-08,7785229.0,6339863.0,1445366.0
13594,Rachel-2010-10-08,,,
13595,Stone-2010-10-08,4065020.0,2254942.0,1810078.0
13596,My Soul to Take-2010-10-08,16727470.0,1983035.0,14744435.0
13597,Marwencol-2010-10-08,112036.0,,112036.0
13598,Life as We Know It-2010-10-08,105887837.0,52513156.0,53374681.0
13599,Amapola-2014-06-05,164504.0,164504.0,
13600,Jim-2010-10-08,13015.0,,13015.0
13601,22 Jump Street-2014-06-13,331333876.0,139614539.0,191719337.0
13602,Starred Up-2014-01-01,121707.0,66792.0,54915.0
13603,Sous les jupes des filles-2014-06-04,12499035.0,12499035.0,
13604,Matisse-2014-06-03,,,
13605,The Homesman-2014-11-14,8217571.0,5787582.0,2429989.0
13606,The Fault in Our Stars-2014-06-06,307166834.0,182294484.0,124872350.0
13607,The Rover-2014-06-13,3180252.0,2071053.0,1109199.0
13608,DSKNECTD-2014-06-03,,,
13609,Yves Saint Laurent-2014-06-25,1493394.0,769801.0,723593.0
13610,Michael Kohlhaas-2014-05-30,,,
13611,Stella cadente-2014-05-30,22455.0,22455.0,
13612,Night Moves-2014-05-30,1374431.0,1102676.0,271755.0
13613,Korengal-2014-05-30,102538.0,1228.0,101310.0
13614,Vi ar bast!-2014-05-30,180590.0,,180590.0
13615,Jimmy's Hall-2014-07-03,4143253.0,3582912.0,560341.0
13616,Emoticon-2014-05-30,11761.0,,11761.0
13617,Lucky Them-2014-05-30,81819.0,32824.0,48995.0
13618,Delivery: The Beast Within-2014-05-30,,,
13619,The Grand Seduction-2014-05-30,3669858.0,260554.0,3409304.0
13620,Elena-2014-05-30,25866.0,,25866.0
13621,Under the Electric Sky-2014-05-29,,,
13622,47 to 84 - Hun Main Kisnu Watan Kahunga-2014-05-30,,,
13623,A Million Ways to Die in The West-2014-05-30,86778557.0,44057592.0,42720965.0
13624,Verdi's Il Trovatore-2013-06-26,,,
13625,The Jungle-2013-06-27,,,
13626,Sing Me the Songs That Say I Love You: A Concert for Kate McGarrigle-2013-06-26,,,
13627,Which Way is the Front Line From Here? The Life and Times of Tim Hetherington-2013-06-21,2945.0,,2945.0
13628,Despicable Me 2-2013-07-03,975216835.0,607151450.0,368065385.0
13629,How to Make Money Selling Drugs-2013-06-26,39192.0,,39192.0
13630,Unfinished Song-2013-06-21,11210717.0,9511765.0,1698952.0
13631,This Is Martin Bonner-2013-06-21,,,
13632,Raanjhanaa-2013-06-21,756233.0,,756233.0
13633,Rushlights-2013-06-21,,,
13634,Somm-2013-06-21,153620.0,,153620.0
13635,Downloaded-2013-06-21,8377.0,,8377.0
13636,Monsters University-2013-06-21,743455810.0,474967481.0,268488329.0
13637,Liars All-2013-06-21,,,
13638,The Trip to Italy-2014-01-01,5984607.0,3110849.0,2873758.0
13639,Maniac-2013-06-21,26826.0,,26826.0
13640,Alien Uprising-2013-06-21,,,
13641,Compulsion-2013-06-21,,,
13642,LÃ¢â‚¬â„¢attentat-2013-06-21,3237975.0,1612268.0,1625707.0
13643,Xue di zi-2013-06-14,,,
13644,Assaulted: Civil Rights Under Fire-2013-06-20,7054.0,,7054.0
13645,World War Z-2013-06-21,531861650.0,329154939.0,202706711.0
13646,Fukrey-2013-06-14,124221.0,,124221.0
13647,Hatchet III-2013-06-14,,,
13648,La stratÃƒÂ©gie de la poussette-2013-06-14,1799.0,,1799.0
13649,Man of Steel-2013-06-14,667999518.0,376954000.0,291045518.0
13650,OC87-2012-05-25,43583.0,,43583.0
13651,"Oslo, 31 August-2012-05-25",100713.0,,100713.0
13652,Cowgirls 'n Angels-2012-05-25,119782.0,,119782.0
13653,Trishna-2012-07-13,1148956.0,908575.0,240381.0
13654,Mighty Fine-2012-05-25,27900.0,,27900.0
13655,Mon pire cauchemar-2012-10-19,68844.0,47388.0,21456.0
13656,On the Road-2012-12-21,9313302.0,8592474.0,720828.0
13657,Cosmopolis-2012-01-01,6860624.0,6116988.0,743636.0
13658,Chernobyl Diaries-2012-05-25,42411721.0,24292081.0,18119640.0
13659,Virginia-2012-05-18,9915.0,,9915.0
13660,Men in Black 3-2012-05-25,654213485.0,475192631.0,179020854.0
13661,Andrew Lloyd WebberÃ¢â‚¬â„¢s Love Never Dies-2012-05-23,173344.0,173344.0,
13662,The Samaritan-2012-05-18,15220.0,12699.0,2521.0
13663,Quill: The Life of a Guide Dog-2012-05-18,15674.0,,15674.0
13664,Polisse-2012-05-18,22744132.0,22567144.0,176988.0
13665,All At Sea-2012-05-25,68148.0,68148.0,
13666,Mansome-2012-05-18,18395.0,,18395.0
13667,Never Stand Still-2012-05-18,63811.0,,63811.0
13668,Lovely Molly-2012-05-18,368322.0,349858.0,18464.0
13669,Department-2012-05-18,1765771.0,1765771.0,
13670,Indie Game: The Movie-2012-05-18,,,
13671,Crooked Arrows-2012-05-18,1832541.0,,1832541.0
13672,Bill W.-2012-05-18,809590.0,,809590.0
13673,Superfast!-2015-03-06,1417441.0,1417441.0,
13674,The Color Wheel-2012-05-18,13266.0,,13266.0
13675,Sunsu-ui sidae-2015-03-06,3180514.0,3180514.0,
13676,Soromon no gishou-2015-03-06,2872612.0,2872612.0,
13677,Beyond the Black Rainbow-2012-05-18,56491.0,,56491.0
13678,The Search-2015-03-06,91184.0,91184.0,
13679,Straight Outta Tompkins-2015-03-06,8022.0,,8022.0
13680,Road Hard-2015-03-06,113169.0,,113169.0
13681,Refugiado-2015-03-06,44160.0,44160.0,
13682,Perdiendo el norte-2015-03-06,11438207.0,11438207.0,
13683,Nessuno si salva da solo-2015-03-06,3695945.0,3695945.0,
13684,Merchants of Doubt-2015-03-06,200562.0,8200.0,192362.0
13685,Nar dyrene drommer-2015-01-01,23255.0,23255.0,
13686,La luz con el tiempo dentro-2015-03-06,330.0,330.0,
13687,Naturaleza muerta-2015-03-06,20578.0,20578.0,
13688,"Like Sunday, Like Rain-2015-03-06",28208.0,,28208.0
13689,The Life and Mind of Mark DeFriest-2015-03-06,10021.0,,10021.0
13690,Kidnapping Mr. Heineken-2015-03-06,3237282.0,3237282.0,
13691,Hayride 2-2015-03-06,2571.0,,2571.0
13692,Granny's Got Talent-2015-03-06,3535083.0,3535083.0,
13693,InvasiÃƒÂ³n-2015-03-06,74973.0,74973.0,
13694,An Honest Liar-2015-03-06,180590.0,,180590.0
13695,Faults-2015-03-06,,,
13696,Dukhless 2-2015-03-06,9194350.0,9194350.0,
13697,Drawers-2015-03-06,35910.0,35910.0,
13698,Da xi lin men-2015-03-06,900173.0,900173.0,
13699,Milionari-2016-02-12,79088.0,79088.0,
13700,Malice-2016-02-12,51946.0,51946.0,
13701,Doraemon: Nobita and the Space Heroes-2015-03-06,34395038.0,34395038.0,
13702,Kanye West: The Global Premiere of WAVES-2016-02-12,39916.0,39916.0,
13703,Lisbon Revisited-2016-02-12,1952.0,1952.0,
13704,Les Innocentes-2016-07-01,7017026.0,5951361.0,1065665.0
13705,Jil Jung Juk-2016-02-12,10365.0,10365.0,
13706,JosÃƒÂ©phine s'arrondit-2016-02-12,5481186.0,5481186.0,
13707,HistÃƒÂ²ria de la meva mort-2016-02-12,77.0,77.0,
13708,Homme Less-2016-02-12,2569.0,2569.0,
13709,Giovanna D'Arco at La Scala-2016-02-12,10528.0,10528.0,
13710,Hes@pta Ask-2016-02-12,160958.0,160958.0,
13711,Mel-Un-2016-02-12,32098.0,32098.0,
13712,Gekijouban Selector Destructed WIXOSS-2016-02-12,297796.0,297796.0,
13713,The Final Project-2016-02-12,,,
13714,Cinema Kabuki: Kisen / Bo Shibari-2016-02-12,162922.0,162922.0,
13715,Dough-2016-02-12,1728152.0,579848.0,1148304.0
13716,Cabin Fever-2016-02-12,53111.0,53111.0,
13717,Fitoor-2016-02-12,3688094.0,3159295.0,528799.0
13718,Born in the Exile: Sandaime J Soul Brothers no kiseki-2016-02-12,5181032.0,5181032.0,
13719,Busco Novio Para Mi Mujer-2016-02-19,4585393.0,2843504.0,1741889.0
13720,Bad Hurt-2016-02-12,,,
13721,DÃƒÂ¼nyanin En GÃƒÂ¼zel Kokusu-2016-02-12,892783.0,892783.0,
13722,Beyond Sleep-2016-02-12,156655.0,156655.0,
13723,Baykalskiye kanikuly-2016-02-12,49964.0,49964.0,
13724,America Wild: National Parks Adventure-2016-02-12,148879.0,148879.0,
13725,The Cloverfield Paradox-2018-02-05,,,
13726,Fifty Shades Freed-2018-02-09,371985018.0,271577258.0,100407760.0
13727,Already Tomorrow in Hong Kong-2016-02-12,14966.0,,14966.0
13728,Yu E Bu Zhu-2018-02-02,40900.0,40900.0,
13729,Wild-2018-02-02,761241.0,761241.0,
13730,Winchester-2018-02-02,45960255.0,20868439.0,25091816.0
13731,Triple Crimen-2018-02-02,483.0,483.0,
13732,Xiao Gou Nai Ping-2018-02-02,213749.0,213749.0,
13733,Touch Chesi Choodu-2018-02-02,2790843.0,2790843.0,
13734,The Testament-2018-02-02,14489.0,14489.0,
13735,Vergel-2018-02-02,4684.0,4684.0,
13736,Sparring-2018-02-02,165548.0,165548.0,
13737,Suo Ha Ren Sheng-2018-02-02,17134.0,17134.0,
13738,Scorched Earth-2018-02-02,,,
13739,Prezident BlanÃƒÂ­k-2018-02-02,1112333.0,1112333.0,
13740,Mult v Kino: Vypusk No. 68-2018-02-02,102847.0,102847.0,
13741,Plan B-2018-02-02,1588246.0,1588246.0,
13742,Madura Veeran-2018-02-02,171313.0,171313.0,
13743,Living Among Us-2018-02-02,,,
13744,Patser-2018-02-02,1357706.0,1357706.0,
13745,Oh Lucy!-2018-03-02,609104.0,233711.0,375393.0
13746,A Little Something for your Birthday-2018-03-30,160849.0,160849.0,
