,movie_title,award_name
988,Enron: The Smartest Guys in the Room-2005-04-22,#17BestMovieof2005
989,Enter the Void-2010-09-24,#64MostSharedMovieof2010
990,Entertainment-2015-11-13,#73MostSharedMovieof2015
991,Entourage-2015-06-03,#90MostDiscussedMovieof2015
992,Epic-2013-05-24,#97MostDiscussedMovieof2013
993,Epic Movie-2007-01-26,#22MostDiscussedMovieof2007
994,Equilibrium-2002-12-06,#7MostDiscussedMovieof2002 
995,Equilibrium-2002-12-06, #17MostSharedMovieof2002
996,Eragon-2006-12-15,#20MostDiscussedMovieof2006 
997,Eragon-2006-12-15, #38MostSharedMovieof2006
998,Erin Brockovich-2000-03-17,#66BestMovieof2000 
999,Erin Brockovich-2000-03-17, #45MostDiscussedMovieof2000 
1000,Erin Brockovich-2000-03-17, #62MostSharedMovieof2000
1001,Escape Plan-2013-10-18,#64MostSharedMovieof2013
1002,Escape Room-2019-01-04,#71MostDiscussedMovieof2019 
1003,Escape Room-2019-01-04, #84MostSharedMovieof2019
1004,Eternal Sunshine of the Spotless Mind-2004-03-19,#6BestMovieof2004 
1005,Eternal Sunshine of the Spotless Mind-2004-03-19, #2MostDiscussedMovieof2004 
1006,Eternal Sunshine of the Spotless Mind-2004-03-19, #6MostSharedMovieof2004
1007,Eternals-2021-11-05,#3MostDiscussedMovieof2021
1008,Eureka-2001-05-04,#38BestMovieof2001
1009,Evan Almighty-2007-06-22,#74MostDiscussedMovieof2007
1010,Everest-2015-09-18,#48MostDiscussedMovieof2015 
1011,Everest-2015-09-18, #30MostSharedMovieof2015
1012,Every Day-2018-02-23,#66MostSharedMovieof2018
1013,Every Little Step-2009-04-17,#63BestMovieof2009
1014,Evil Dead-2013-04-05,#25MostDiscussedMovieof2013 
1015,Evil Dead-2013-04-05, #34MostSharedMovieof2013
1016,Evolution-2001-06-08,#84MostDiscussedMovieof2001 
1017,Evolution-2001-06-08, #86MostSharedMovieof2001
1018,Evolution-2016-11-25,#90BestMovieof2016
1019,Ex Machina-2015-04-10,#88BestMovieof2015 
1020,Ex Machina-2015-04-10, #16MostDiscussedMovieof2015 
1021,Ex Machina-2015-04-10, #63MostSharedMovieof2015
1022,Exit Through the Gift Shop-2010-04-16,#14BestMovieof2010 
1023,Exit Through the Gift Shop-2010-04-16, #98MostSharedMovieof2010
1024,Exodus: Gods and Kings-2014-12-12,#41MostDiscussedMovieof2014 
1025,Exodus: Gods and Kings-2014-12-12, #47MostSharedMovieof2014
1026,Expelled: No Intelligence Allowed-2008-04-18,#26MostDiscussedMovieof2008
1027,Experimenter-2015-10-16,#49BestMovieof2015
1028,Extract-2009-09-04,#95MostDiscussedMovieof2009 
1029,Extract-2009-09-04, #87MostSharedMovieof2009
1030,Extremely Loud and Incredibly Close-2011-12-25,#72MostDiscussedMovieof2011
1031,Eye in the Sky-2016-03-11,#80MostDiscussedMovieof2016 
1032,Eye in the Sky-2016-03-11, #72MostSharedMovieof2016
1033,F9: The Fast Saga-2021-06-25,#30MostDiscussedMovieof2021 
1034,F9: The Fast Saga-2021-06-25, #1MostSharedMovieof2021
1035,Fahrenheit 9/11-2004-06-23,#70MostDiscussedMovieof2004
1036,Fantastic Beasts and Where to Find Them-2016-11-18,#16MostDiscussedMovieof2016 
1037,Fantastic Beasts and Where to Find Them-2016-11-18, #37MostSharedMovieof2016
1038,Fantastic Beasts: The Crimes of Grindelwald-2018-11-16,#20MostDiscussedMovieof2018
1039,Fantastic Four-2005-07-08,#30MostDiscussedMovieof2005 
1040,Fantastic Four-2005-07-08, #29MostSharedMovieof2005
1041,Fantastic Four: Rise of the Silver Surfer-2007-06-15,#43MostDiscussedMovieof2007 
1042,Fantastic Four: Rise of the Silver Surfer-2007-06-15, #67MostSharedMovieof2007
1043,Fantastic Mr. Fox-2009-11-13,#22BestMovieof2009 
1044,Fantastic Mr. Fox-2009-11-13, #27MostDiscussedMovieof2009 
1045,Fantastic Mr. Fox-2009-11-13, #26MostSharedMovieof2009
1046,Far From Heaven-2002-11-08,#14BestMovieof2002 
1047,Far From Heaven-2002-11-08, #80MostDiscussedMovieof2002 
1048,Far From Heaven-2002-11-08, #88MostSharedMovieof2002
1049,Fast Color-2019-04-19,#93MostSharedMovieof2019
1050,Fast Five-2011-04-29,#33MostDiscussedMovieof2011 
1051,Fast Five-2011-04-29, #21MostSharedMovieof2011
1052,Fast & Furious-2009-04-03,#62MostDiscussedMovieof2009 
1053,Fast & Furious-2009-04-03, #21MostSharedMovieof2009
1054,Faster-2010-11-24,#88MostDiscussedMovieof2010 
1055,Faster-2010-11-24, #22MostSharedMovieof2010
1056,Fat Albert-2004-12-25,#69MostSharedMovieof2004
1057,Fateless-2006-01-06,#10BestMovieof2006
1058,Fatman-2020-11-13,#79MostDiscussedMovieof2020
1059,Fauci-2021-09-10,#48MostDiscussedMovieof2021
1060,Faya Dayi-2021-09-03,#41BestMovieof2021
1061,Fear and Trembling-2004-11-19,#58BestMovieof2004
1062,Fences-2016-12-16,#70BestMovieof2016 
1063,Fences-2016-12-16, #95MostDiscussedMovieof2016
1064,Fifty Shades Darker-2017-02-10,#72MostDiscussedMovieof2017 
1065,Fifty Shades Darker-2017-02-10, #46MostSharedMovieof2017
1066,Fifty Shades Freed-2018-02-09,#100MostDiscussedMovieof2018 
1067,Fifty Shades Freed-2018-02-09, #24MostSharedMovieof2018
1068,Fifty Shades of Black-2016-01-29,#10MostSharedMovieof2016
1069,Fifty Shades of Grey-2015-02-13,#15MostDiscussedMovieof2015 
1070,Fifty Shades of Grey-2015-02-13, #16MostSharedMovieof2015
1071,Fighting-2009-04-24,#28MostSharedMovieof2009
1072,Final Destination-2000-03-17,#8MostDiscussedMovieof2000 
1073,Final Destination-2000-03-17, #19MostSharedMovieof2000
1074,Final Destination 2-2003-01-31,#26MostDiscussedMovieof2003 
1075,Final Destination 2-2003-01-31, #76MostSharedMovieof2003
1076,Final Destination 3-2006-02-10,#46MostDiscussedMovieof2006
1077,Final Fantasy: The Spirits Within-2001-07-11,#39MostDiscussedMovieof2001 
1078,Final Fantasy: The Spirits Within-2001-07-11, #85MostSharedMovieof2001
1079,Finders Keepers-2015-09-25,#72BestMovieof2015
1080,Finding Dory-2016-06-17,#86BestMovieof2016 
1081,Finding Dory-2016-06-17, #21MostDiscussedMovieof2016 
1082,Finding Dory-2016-06-17, #31MostSharedMovieof2016
1083,Finding Nemo-2003-05-30,#3BestMovieof2003 
1084,Finding Nemo-2003-05-30, #4MostDiscussedMovieof2003 
1085,Finding Nemo-2003-05-30, #4MostSharedMovieof2003
1086,Finding Neverland-2004-11-12,#74MostDiscussedMovieof2004
1087,Firecrackers-2019-07-12,#77BestMovieof2019
1088,First Cow-2020-03-06,#10BestMovieof2020 
1089,First Cow-2020-03-06, #97MostDiscussedMovieof2020
1090,First Man-2018-10-12,#46BestMovieof2018 
1091,First Man-2018-10-12, #23MostDiscussedMovieof2018 
1092,First Man-2018-10-12, #39MostSharedMovieof2018
1093,1st Night-2013-05-03,#68MostSharedMovieof2013
1094,First Reformed-2018-05-18,#37BestMovieof2018 
1095,First Reformed-2018-05-18, #70MostDiscussedMovieof2018 
1096,First Reformed-2018-05-18, #85MostSharedMovieof2018
1097,Fish Tank-2010-01-15,#31BestMovieof2010
1098,Five Feet Apart-2019-03-15,#30MostSharedMovieof2019
1099,Flags of Our Fathers-2006-10-20,#38BestMovieof2006 
1100,Flags of Our Fathers-2006-10-20, #68MostDiscussedMovieof2006
1101,Flash of Genius-2008-10-03,#99MostSharedMovieof2008
1102,Flee-2021-12-03,#6BestMovieof2021
1103,Flight-2012-11-02,#68BestMovieof2012 
1104,Flight-2012-11-02, #37MostDiscussedMovieof2012 
1105,Flight-2012-11-02, #52MostSharedMovieof2012
1106,Flightplan-2005-09-23,#52MostDiscussedMovieof2005
1107,Flushed Away-2006-11-03,#68BestMovieof2006 
1108,Flushed Away-2006-11-03, #94MostDiscussedMovieof2006
1109,Focus-2015-02-27,#60MostDiscussedMovieof2015
1110,"Food, Inc.-2009-06-12",#43BestMovieof2009
1111,For Sama-2019-07-26,#10BestMovieof2019
1112,Forever My Girl-2018-01-19,#71MostSharedMovieof2018
1113,Forgetting Sarah Marshall-2008-04-18,#43MostDiscussedMovieof2008 
1114,Forgetting Sarah Marshall-2008-04-18, #82MostSharedMovieof2008
1115,Forks Over Knives-2011-05-06,#70MostSharedMovieof2011
1116,Forty Shades of Blue-2005-09-28,#77BestMovieof2005
1117,Fourteen-2020-05-15,#72BestMovieof2020
1118,Foxcatcher-2014-11-14,#46BestMovieof2014 
1119,Foxcatcher-2014-11-14, #51MostDiscussedMovieof2014 
1120,Foxcatcher-2014-11-14, #74MostSharedMovieof2014
1121,Fracture-2007-04-20,#66MostDiscussedMovieof2007 
1122,Fracture-2007-04-20, #13MostSharedMovieof2007
1123,Frailty-2002-04-12,#49MostDiscussedMovieof2002 
1124,Frailty-2002-04-12, #31MostSharedMovieof2002
1125,Frances Ha-2013-05-17,#33BestMovieof2013
1126,Frankenweenie-2012-10-05,#80BestMovieof2012 
1127,Frankenweenie-2012-10-05, #97MostDiscussedMovieof2012
1128,Freaky-2020-11-13,#68MostDiscussedMovieof2020
1129,Freddy Got Fingered-2001-04-20,#18MostDiscussedMovieof2001 
1130,Freddy Got Fingered-2001-04-20, #71MostSharedMovieof2001
1131,Free Solo-2018-09-28,#52BestMovieof2018
1132,Free State of Jones-2016-06-24,#100MostDiscussedMovieof2016 
1133,Free State of Jones-2016-06-24, #97MostSharedMovieof2016
1134,Freedom Writers-2007-01-05,#23MostSharedMovieof2007
1135,Frequency-2000-04-28,#16MostDiscussedMovieof2000 
1136,Frequency-2000-04-28, #30MostSharedMovieof2000
1137,Frida-2002-10-25,#80MostSharedMovieof2002
1138,Friday After Next-2002-11-22,#61MostSharedMovieof2002
1139,Friday Night Lights-2004-10-08,#99MostDiscussedMovieof2004 
1140,Friday Night Lights-2004-10-08, #94MostSharedMovieof2004
1141,Friday the 13th-2009-02-13,#30MostDiscussedMovieof2009
1142,Friends with Benefits-2011-07-22,#64MostDiscussedMovieof2011 
1143,Friends with Benefits-2011-07-22, #15MostSharedMovieof2011
1144,From Hell-2001-10-19,#61MostDiscussedMovieof2001 
1145,From Hell-2001-10-19, #100MostSharedMovieof2001
1146,From Justin to Kelly-2003-06-20,#86MostDiscussedMovieof2003
1147,Frontrunners-2008-10-15,#95BestMovieof2008
1148,Frost/Nixon-2008-12-05,#38BestMovieof2008 
1149,Frost/Nixon-2008-12-05, #75MostDiscussedMovieof2008
1150,Frozen II-2019-11-22,#31MostDiscussedMovieof2019 
1151,Frozen II-2019-11-22, #37MostSharedMovieof2019
1152,Fruitvale Station-2013-07-12,#19BestMovieof2013 
1153,Fruitvale Station-2013-07-12, #93MostDiscussedMovieof2013 
1154,Fruitvale Station-2013-07-12, #87MostSharedMovieof2013
1155,Funan-2019-06-07,#86BestMovieof2019
1156,Funny Ha Ha-2005-04-29,#48BestMovieof2005
1157,Funny People-2009-07-31,#35MostDiscussedMovieof2009
1158,Furious 7-2015-04-03,#21MostDiscussedMovieof2015 
1159,Furious 7-2015-04-03, #70MostSharedMovieof2015
1160,Fury-2014-10-17,#24MostDiscussedMovieof2014 
1161,Fury-2014-10-17, #25MostSharedMovieof2014
1162,G-2005-09-16,#32MostSharedMovieof2005
1163,G-Force-2009-07-24,#88MostSharedMovieof2009
1164,Gabrielle-2006-07-14,#37BestMovieof2006
1165,Game Night-2018-02-23,#42MostDiscussedMovieof2018 
1166,Game Night-2018-02-23, #35MostSharedMovieof2018
1167,Gamer-2009-09-04,#61MostDiscussedMovieof2009 
1168,Gamer-2009-09-04, #13MostSharedMovieof2009
1169,Gangs of New York-2002-12-20,#84BestMovieof2002 
1170,Gangs of New York-2002-12-20, #17MostDiscussedMovieof2002 
1171,Gangs of New York-2002-12-20, #36MostSharedMovieof2002
1172,Gangster Squad-2013-01-11,#57MostDiscussedMovieof2013
1173,Garage Days-2003-07-18,#90MostSharedMovieof2003
1174,Garden State-2004-07-28,#45MostDiscussedMovieof2004 
1175,Garden State-2004-07-28, #87MostSharedMovieof2004
1176,Gemini Man-2019-10-11,#53MostDiscussedMovieof2019
1177,Genesis-2005-05-27,#80BestMovieof2005
1178,Genius Within: The Inner Life of Glenn Gould-2010-09-10,#86BestMovieof2010
1179,George Washington-2000-10-27,#16BestMovieof2000
1180,Geostorm-2017-10-20,#58MostDiscussedMovieof2017 
1181,Geostorm-2017-10-20, #75MostSharedMovieof2017
1182,Get Hard-2015-03-27,#87MostDiscussedMovieof2015
1183,Get Him to the Greek-2010-06-04,#62MostDiscussedMovieof2010
1184,Get Low-2010-07-30,#52BestMovieof2010
1185,Get Out-2017-02-24,#33BestMovieof2017 
1186,Get Out-2017-02-24, #15MostDiscussedMovieof2017 
1187,Get Out-2017-02-24, #7MostSharedMovieof2017
1188,Get Rich or Die Tryin'-2005-11-09,#64MostDiscussedMovieof2005
1189,Get Smart-2008-06-20,#42MostDiscussedMovieof2008
1190,Gett: The Trial of Viviane Amsalem-2015-02-13,#10BestMovieof2015
1191,Ghost Dog: The Way of the Samurai-2000-03-03,#80MostDiscussedMovieof2000 
1192,Ghost Dog: The Way of the Samurai-2000-03-03, #56MostSharedMovieof2000
1193,Ghost in the Shell 2: Innocence-2004-09-17,#94MostDiscussedMovieof2004 
1194,Ghost in the Shell 2: Innocence-2004-09-17, #96MostSharedMovieof2004
1195,Ghost in the Shell-2017-03-31,#17MostDiscussedMovieof2017 
1196,Ghost in the Shell-2017-03-31, #29MostSharedMovieof2017
1197,Ghost Rider-2007-02-16,#37MostDiscussedMovieof2007 
1198,Ghost Rider-2007-02-16, #8MostSharedMovieof2007
1199,Ghost Rider: Spirit of Vengeance-2012-02-17,#38MostDiscussedMovieof2012 
1200,Ghost Rider: Spirit of Vengeance-2012-02-17, #28MostSharedMovieof2012
1201,Ghost Ship-2002-10-25,#44MostDiscussedMovieof2002 
1202,Ghost Ship-2002-10-25, #42MostSharedMovieof2002
1203,Ghost Stories-2018-04-20,#93MostSharedMovieof2018
1204,Ghost Town-2008-09-19,#78BestMovieof2008 
1205,Ghost Town-2008-09-19, #97MostDiscussedMovieof2008
1206,Ghost World-2001-07-20,#6BestMovieof2001 
1207,Ghost World-2001-07-20, #48MostDiscussedMovieof2001 
1208,Ghost World-2001-07-20, #61MostSharedMovieof2001
1209,Ghostbusters-2016-07-15,#5MostDiscussedMovieof2016 
1210,Ghostbusters-2016-07-15, #18MostSharedMovieof2016
1211,Ghostbusters: Afterlife-2021-11-19,#14MostDiscussedMovieof2021
1212,The Ghost Writer-2010-02-19,#51BestMovieof2010 
1213,The Ghost Writer-2010-02-19, #45MostDiscussedMovieof2010 
1214,The Ghost Writer-2010-02-19, #75MostSharedMovieof2010
1215,Gifted-2017-04-07,#96MostSharedMovieof2017
1216,Gimme the Loot-2013-03-22,#42BestMovieof2013
1217,Giorni e nuvole-2008-07-11,#96BestMovieof2008
1218,Girl on the Bridge-2000-07-28,#48BestMovieof2000
1219,Girl with a Pearl Earring-2003-12-12,#73BestMovieof2003 
1220,Girl with a Pearl Earring-2003-12-12, #85MostSharedMovieof2003
1221,Girlfight-2000-09-29,#91BestMovieof2000
1222,Girls Trip-2017-07-21,#62MostSharedMovieof2017
1223,Gladiator-2000-05-05,#1MostDiscussedMovieof2000 
1224,Gladiator-2000-05-05, #3MostSharedMovieof2000
1225,Glass-2019-01-18,#26MostDiscussedMovieof2019 
1226,Glass-2019-01-18, #18MostSharedMovieof2019
1227,Gleason-2016-07-29,#59BestMovieof2016
1228,Glen Campbell: I'll Be Me-2014-10-24,#60BestMovieof2014
1229,Glitter-2001-09-21,#54MostDiscussedMovieof2001 
1230,Glitter-2001-09-21, #68MostSharedMovieof2001
1231,Gloria-2014-01-24,#34BestMovieof2014
1232,Gloria Bell-2019-03-08,#87BestMovieof2019 
1233,Gloria Bell-2019-03-08, #50MostSharedMovieof2019
1234,Goal! The Dream Begins-2006-05-12,#58MostSharedMovieof2006
1235,God Loves Uganda-2013-10-11,#70BestMovieof2013
1236,Gods of Egypt-2016-02-26,#37MostDiscussedMovieof2016 
1237,Gods of Egypt-2016-02-26, #58MostSharedMovieof2016
1238,Godzilla-2014-05-16,#3MostDiscussedMovieof2014 
1239,Godzilla-2014-05-16, #23MostSharedMovieof2014
1240,Godzilla: King of the Monsters-2019-05-31,#10MostDiscussedMovieof2019 
1241,Godzilla: King of the Monsters-2019-05-31, #14MostSharedMovieof2019
1242,Godzilla vs. Kong-2021-03-31,#11MostDiscussedMovieof2021
1243,Gone-2012-02-24,#33MostSharedMovieof2012
1244,Gone Baby Gone-2007-10-19,#95BestMovieof2007 
1245,Gone Baby Gone-2007-10-19, #50MostDiscussedMovieof2007 
1246,Gone Baby Gone-2007-10-19, #15MostSharedMovieof2007
1247,Gone Girl-2014-10-03,#63BestMovieof2014 
1248,Gone Girl-2014-10-03, #13MostDiscussedMovieof2014 
1249,Gone Girl-2014-10-03, #19MostSharedMovieof2014
1250,Gonzo: The Life and Work of Dr. Hunter S. Thompson-2008-07-04,#68BestMovieof2008 
1251,Gonzo: The Life and Work of Dr. Hunter S. Thompson-2008-07-04, #74MostSharedMovieof2008
1252,Good Hair-2009-10-09,#94BestMovieof2009
1253,Good Luck Chuck-2007-09-21,#86MostDiscussedMovieof2007 
1254,Good Luck Chuck-2007-09-21, #98MostSharedMovieof2007
1255,Goodbye Solo-2009-03-27,#5BestMovieof2009
1256,Goosebumps-2015-10-16,#78MostDiscussedMovieof2015 
1257,Goosebumps-2015-10-16, #11MostSharedMovieof2015
1258,Gosford Park-2001-12-26,#5BestMovieof2001 
1259,Gosford Park-2001-12-26, #37MostDiscussedMovieof2001 
1260,Gosford Park-2001-12-26, #58MostSharedMovieof2001
1261,Gothika-2003-11-21,#90MostDiscussedMovieof2003 
1262,Gothika-2003-11-21, #98MostSharedMovieof2003
1263,Graceland-2013-04-26,#100BestMovieof2013
1264,Gran Torino-2008-12-12,#69BestMovieof2008 
1265,Gran Torino-2008-12-12, #10MostDiscussedMovieof2008 
1266,Gran Torino-2008-12-12, #21MostSharedMovieof2008
1267,Gravity-2013-10-04,#2BestMovieof2013 
1268,Gravity-2013-10-04, #2MostDiscussedMovieof2013 
1269,Gravity-2013-10-04, #4MostSharedMovieof2013
1270,Green Book-2018-11-16,#29MostDiscussedMovieof2018
1271,Green Lantern-2011-06-17,#10MostDiscussedMovieof2011 
1272,Green Lantern-2011-06-17, #26MostSharedMovieof2011
1273,Green Room-2016-04-15,#68BestMovieof2016 
1274,Green Room-2016-04-15, #75MostDiscussedMovieof2016 
1275,Green Room-2016-04-15, #85MostSharedMovieof2016
1276,Green Street Hooligans-2005-09-09,#77MostDiscussedMovieof2005
1277,Green Zone-2010-03-12,#39MostDiscussedMovieof2010 
1278,Green Zone-2010-03-12, #91MostSharedMovieof2010
1279,Greenberg-2010-03-19,#60BestMovieof2010 
1280,Greenberg-2010-03-19, #77MostDiscussedMovieof2010 
1281,Greenberg-2010-03-19, #99MostSharedMovieof2010
1282,Gregory Crewdson: Brief Encounters-2012-11-02,#8BestMovieof2012
1283,Greta-2019-03-01,#82MostDiscussedMovieof2019
1284,Gretel & Hansel-2020-01-31,#48MostDiscussedMovieof2020
1285,Grindhouse-2007-04-06,#53BestMovieof2007 
1286,Grindhouse-2007-04-06, #20MostDiscussedMovieof2007 
1287,Grindhouse-2007-04-06, #60MostSharedMovieof2007
1288,Grown Ups-2010-06-25,#27MostDiscussedMovieof2010
1289,Grown Ups 2-2013-07-12,#49MostDiscussedMovieof2013 
1290,Grown Ups 2-2013-07-12, #76MostSharedMovieof2013
1291,Guerrilla: The Taking of Patty Hearst-2004-11-26,#70BestMovieof2004
1292,Gulliver's Travels-2010-12-25,#97MostDiscussedMovieof2010
1293,Gunda-2020-12-11,#11BestMovieof2020
1294,Gunpowder Milkshake-2021-07-14,#80MostDiscussedMovieof2021
1295,Guns Akimbo-2020-02-28,#55MostDiscussedMovieof2020
1296,Guy and Madeline on a Park Bench-2010-11-05,#18BestMovieof2010
1297,Hacksaw Ridge-2016-11-04,#27MostDiscussedMovieof2016 
1298,Hacksaw Ridge-2016-11-04, #42MostSharedMovieof2016
1299,Hadewijch-2010-12-24,#21BestMovieof2010
1300,"Hail, Caesar!-2016-02-05",#30MostDiscussedMovieof2016 
1301,"Hail, Caesar!-2016-02-05", #43MostSharedMovieof2016
1302,Hail Satan?-2019-04-17,#79MostSharedMovieof2019
1303,Hairspray-2007-07-20,#33BestMovieof2007 
1304,Hairspray-2007-07-20, #44MostDiscussedMovieof2007
1305,"Hale County This Morning, This Evening-2018-09-14",#38BestMovieof2018
1306,Hall Pass-2011-02-25,#87MostDiscussedMovieof2011
1307,Halloween-2018-10-19,#19MostDiscussedMovieof2018 
1308,Halloween-2018-10-19, #27MostSharedMovieof2018
1309,Halloween Kills-2021-10-15,#25MostDiscussedMovieof2021
1310,Halloween: Resurrection-2002-07-12,#21MostDiscussedMovieof2002
1311,Hamlet-2000-05-12,#88BestMovieof2000
1312,Hanna-2011-04-08,#43MostDiscussedMovieof2011 
1313,Hanna-2011-04-08, #71MostSharedMovieof2011
1314,Hannah Montana: The Movie-2009-04-10,#94MostDiscussedMovieof2009 
1315,Hannah Montana: The Movie-2009-04-10, #96MostSharedMovieof2009
1316,Hannibal-2001-02-09,#30MostDiscussedMovieof2001 
1317,Hannibal-2001-02-09, #99MostSharedMovieof2001
1318,Hannibal Rising-2007-02-09,#62MostSharedMovieof2007
1319,Happiest Season-2020-11-25,#71MostDiscussedMovieof2020
1320,Happy Death Day-2017-10-13,#51MostDiscussedMovieof2017 
1321,Happy Death Day-2017-10-13, #84MostSharedMovieof2017
1322,Happy Feet-2006-11-17,#45BestMovieof2006 
1323,Happy Feet-2006-11-17, #30MostDiscussedMovieof2006
1324,Happy-Go-Lucky-2008-10-10,#16BestMovieof2008 
1325,Happy-Go-Lucky-2008-10-10, #59MostDiscussedMovieof2008
1326,Happy Valley-2014-11-19,#99BestMovieof2014
1327,Hard Candy-2006-04-14,#61MostDiscussedMovieof2006 
1328,Hard Candy-2006-04-14, #33MostSharedMovieof2006
1329,Hardcore Henry-2016-04-08,#32MostDiscussedMovieof2016 
1330,Hardcore Henry-2016-04-08, #8MostSharedMovieof2016
1331,Harold & Kumar Escape from Guantanamo Bay-2008-04-25,#74MostDiscussedMovieof2008
1332,Harold & Kumar Go to White Castle-2004-07-30,#62MostDiscussedMovieof2004
1333,Harriet-2019-11-01,#69MostDiscussedMovieof2019
1334,Harry Dean Stanton: Partly Fiction-2013-09-13,#95BestMovieof2013
1335,Harry Potter and the Chamber of Secrets-2002-11-15,#6MostDiscussedMovieof2002 
1336,Harry Potter and the Chamber of Secrets-2002-11-15, #20MostSharedMovieof2002
1337,Harry Potter and the Deathly Hallows: Part I-2010-11-19,#6MostDiscussedMovieof2010 
1338,Harry Potter and the Deathly Hallows: Part I-2010-11-19, #50MostSharedMovieof2010
1339,Harry Potter and the Goblet of Fire-2005-11-18,#27BestMovieof2005 
1340,Harry Potter and the Goblet of Fire-2005-11-18, #5MostDiscussedMovieof2005 
1341,Harry Potter and the Goblet of Fire-2005-11-18, #44MostSharedMovieof2005
1342,Harry Potter and the Half-Blood Prince-2009-07-15,#52BestMovieof2009 
1343,Harry Potter and the Half-Blood Prince-2009-07-15, #7MostDiscussedMovieof2009 
1344,Harry Potter and the Half-Blood Prince-2009-07-15, #64MostSharedMovieof2009
1345,Harry Potter and the Order of the Phoenix-2007-07-11,#11MostDiscussedMovieof2007 
1346,Harry Potter and the Order of the Phoenix-2007-07-11, #50MostSharedMovieof2007
1347,Harry Potter and the Prisoner of Azkaban-2004-06-04,#24BestMovieof2004 
1348,Harry Potter and the Prisoner of Azkaban-2004-06-04, #3MostDiscussedMovieof2004 
1349,Harry Potter and the Prisoner of Azkaban-2004-06-04, #26MostSharedMovieof2004
1350,Harsh Times-2006-11-10,#61MostSharedMovieof2006
1351,Harvard Beats Yale 29-29-2008-11-19,#39BestMovieof2008
1352,The Haunting in Connecticut-2009-03-27,#42MostSharedMovieof2009
1353,Haywire-2012-01-20,#52MostDiscussedMovieof2012
1354,Heart of a Dog-2015-10-21,#30BestMovieof2015
1355,Heartbreakers-2001-03-23,#75MostDiscussedMovieof2001 
1356,Heartbreakers-2001-03-23, #88MostSharedMovieof2001
1357,Hearts in Atlantis-2001-09-28,#64MostDiscussedMovieof2001
1358,Heaven-2002-10-04,#94MostSharedMovieof2002
1359,Hedwig and the Angry Inch-2001-07-20,#13BestMovieof2001
1360,Hell Baby-2013-09-06,#10MostSharedMovieof2013
1361,Hellboy-2004-04-02,#95BestMovieof2004 
1362,Hellboy-2004-04-02, #30MostDiscussedMovieof2004 
1363,Hellboy-2004-04-02, #24MostSharedMovieof2004
1364,Hellboy-2019-04-12,#34MostDiscussedMovieof2019 
1365,Hellboy-2019-04-12, #3MostSharedMovieof2019
1366,Hellboy II: The Golden Army-2008-07-11,#48BestMovieof2008 
1367,Hellboy II: The Golden Army-2008-07-11, #32MostDiscussedMovieof2008 
1368,Hellboy II: The Golden Army-2008-07-11, #68MostSharedMovieof2008
1369,Herb & Dorothy-2009-06-05,#79BestMovieof2009
1370,Hercules-2014-07-25,#59MostDiscussedMovieof2014 
1371,Hercules-2014-07-25, #70MostSharedMovieof2014
1372,Hereafter-2010-10-15,#57MostDiscussedMovieof2010
1373,Hereditary-2018-06-08,#30BestMovieof2018 
1374,Hereditary-2018-06-08, #12MostDiscussedMovieof2018 
1375,Hereditary-2018-06-08, #10MostSharedMovieof2018
1376,Hermia & Helena-2017-05-26,#87BestMovieof2017
1377,He's Just Not That Into You-2009-02-06,#62MostSharedMovieof2009
1378,Hey Arnold! The Movie-2002-06-28,#99MostDiscussedMovieof2002
1379,Hidalgo-2004-03-05,#91MostSharedMovieof2004
1380,Hidden Figures-2016-12-25,#53MostDiscussedMovieof2016 
1381,Hidden Figures-2016-12-25, #51MostSharedMovieof2016
1382,Hide and Seek-2005-01-28,#49MostSharedMovieof2005
1383,High Fidelity-2000-03-31,#24BestMovieof2000 
1384,High Fidelity-2000-03-31, #67MostDiscussedMovieof2000
1385,High School Musical 3: Senior Year-2008-10-24,#93MostDiscussedMovieof2008 
1386,High School Musical 3: Senior Year-2008-10-24, #78MostSharedMovieof2008
1387,Highlander: Endgame-2000-09-01,#91MostDiscussedMovieof2000 
1388,Highlander: Endgame-2000-09-01, #98MostSharedMovieof2000
1389,Hitch-2005-02-11,#98MostSharedMovieof2005
1390,Hitchcock/Truffaut-2015-12-02,#80BestMovieof2015
1391,Hitman-2007-11-21,#54MostDiscussedMovieof2007 
1392,Hitman-2007-11-21, #24MostSharedMovieof2007
1393,Holes-2003-04-18,#87BestMovieof2003 
1394,Holes-2003-04-18, #40MostDiscussedMovieof2003 
1395,Holes-2003-04-18, #32MostSharedMovieof2003
1396,Holmes & Watson-2018-12-25,#89MostDiscussedMovieof2018
1397,Holy Motors-2012-10-17,#15BestMovieof2012
1398,Home-2015-03-27,#56MostDiscussedMovieof2015 
1399,Home-2015-03-27, #50MostSharedMovieof2015
1400,Home on the Range-2004-04-02,#58MostDiscussedMovieof2004
1401,Honey-2003-12-05,#97MostDiscussedMovieof2003 
1402,Honey-2003-12-05, #87MostSharedMovieof2003
1403,Honeyland-2019-07-26,#28BestMovieof2019
1404,Honeymoon-2014-09-12,#32MostSharedMovieof2014
1405,Hooligan Sparrow-2016-07-22,#79BestMovieof2016
1406,Horns-2014-10-31,#31MostSharedMovieof2014
1407,Horrible Bosses-2011-07-08,#39MostDiscussedMovieof2011 
1408,Horrible Bosses-2011-07-08, #92MostSharedMovieof2011
1409,Horrible Bosses 2-2014-11-26,#87MostDiscussedMovieof2014
